ImageId,Label
843,0
844,5
845,6
846,6
847,7
848,3
849,2
850,6
851,6
852,7
853,5
854,5
855,1
856,4
857,1
858,3
859,5
860,3
861,0
862,7
863,2
864,3
865,5
866,4
867,5
868,7
869,2
870,4
871,4
872,3
873,6
874,1
875,2
876,4
877,1
878,1
879,0
880,1
881,4
882,4
883,2
884,3
885,2
886,6
887,1
888,4
889,5
890,7
891,1
892,7
893,3
894,0
895,5
896,0
897,6
898,5
899,3
900,1
901,4
902,2
903,6
904,7
905,6
906,4
907,5
908,1
909,3
910,7
911,2
912,3
913,6
914,5
915,3
916,4
917,5
918,5
919,2
920,2
921,4
922,1
923,5
924,6
925,5
926,6
927,7
928,5
929,4
930,3
931,3
932,3
933,2
934,5
935,4
936,1
937,8
938,6
939,7
940,4
941,5
942,0
943,5
944,1
945,3
946,7
947,4
948,2
949,9
950,1
951,4
952,5
953,3
954,3
955,4
956,1
957,5
958,2
959,3
960,2
961,7
962,7
963,5
964,0
965,2
966,6
967,2
968,6
969,9
970,3
971,4
972,2
973,6
974,6
975,5
976,0
977,7
978,0
979,8
980,4
981,3
982,6
983,6
984,6
985,7
986,7
987,1
988,5
989,5
990,3
991,1
992,6
993,3
994,6
995,4
996,2
997,6
998,3
999,1
1000,9
1001,0
1002,7
1003,0
1004,8
1005,1
1006,4
1007,4
1008,2
1009,2
1010,8
1011,2
1012,5
1013,1
1014,5
1015,2
1016,7
1017,3
1018,3
1019,6
1020,4
1021,4
1022,6
1023,7
1024,5
1025,3
1026,6
1027,0
1028,4
1029,3
1030,1
1031,6
1032,1
1033,5
1034,7
1035,4
1036,4
1037,4
1038,3
1039,2
1040,0
1041,2
1042,5
1043,1
1044,8
1045,0
1046,1
1047,6
1048,5
1049,2
1050,5
1051,0
1052,5
1053,3
1054,6
1055,8
1056,1
1057,1
1058,2
1059,2
1060,4
1061,2
1062,2
1063,4
1064,1
1065,6
1066,4
1067,6
1068,1
1069,3
1070,8
1071,2
1072,3
1073,8
1074,4
1075,6
1076,2
1077,6
1078,1
1079,3
1080,8
1081,4
1082,0
1083,2
1084,3
1085,7
1086,6
1087,4
1088,6
1089,1
1090,2
1091,1
1092,3
1093,3
1094,2
1095,5
1096,4
1097,4
1098,4
1099,7
1100,2
1101,5
1102,2
1103,8
1104,1
1105,7
1106,4
1107,0
1108,2
1109,5
1110,5
1111,6
1112,1
1113,1
1114,1
1115,0
1116,4
1117,1
1118,5
1119,3
1120,6
1121,5
1122,2
1123,3
1124,1
1125,3
1126,2
1127,4
1128,5
1129,1
1130,2
1131,3
1132,1
1133,9
1134,2
1135,3
1136,5
1137,5
1138,4
1139,4
1140,9
1141,2
1142,0
1143,1
1144,2
1145,2
1146,5
1147,6
1148,4
1149,4
1150,3
1151,3
1152,6
1153,6
1154,4
1155,4
1156,7
1157,6
1158,1
1159,8
1160,3
1161,8
1162,1
1163,4
1164,0
1165,7
1166,5
1167,5
1168,1
1169,6
1170,1
1171,4
1172,2
1173,8
1174,1
1175,8
1176,3
1177,3
1178,7
1179,3
1180,4
1181,3
1182,9
1183,7
1184,5
1185,0
1186,6
1187,0
1188,4
1189,0
1190,6
1191,6
1192,2
1193,3
1194,4
1195,7
1196,6
1197,3
1198,3
1199,4
1200,4
1201,5
1202,5
1203,3
1204,5
1205,1
1206,6
1207,7
1208,6
1209,5
1210,3
1211,4
1212,6
1213,7
1214,6
1215,3
1216,8
1217,4
1218,7
1219,7
1220,0
1221,3
1222,2
1223,6
1224,4
1225,5
1226,5
1227,4
1228,9
1229,7
1230,4
1231,5
1232,2
1233,1
1234,3
1235,5
1236,2
1237,6
1238,4
1239,6
1240,8
1241,6
1242,3
1243,7
1244,6
1245,0
1246,5
1247,2
1248,6
1249,2
1250,3
1251,3
1252,6
1253,0
1254,4
1255,8
1256,5
1257,10
1258,6
1259,3
1260,2
1261,1
1262,5
1263,6
1264,3
1265,1
1266,4
1267,6
1268,4
1269,6
1270,0
1271,1
1272,2
1273,1
1274,3
1275,1
1276,6
1277,1
1278,2
1279,7
1280,6
1281,1
1282,4
1283,8
1284,0
1285,9
1286,1
1287,0
1288,2
1289,2
1290,1
1291,8
1292,7
1293,6
1294,2
1295,4
1296,7
1297,8
1298,6
1299,3
1300,5
1301,3
1302,3
1303,1
1304,1
1305,5
1306,2
1307,6
1308,7
1309,1
1310,7
1311,5
1312,6
1313,7
1314,4
1315,8
1316,5
1317,2
1318,3
1319,7
1320,4
1321,8
1322,4
1323,4
1324,2
1325,5
1326,2
1327,5
1328,7
1329,7
1330,1
1331,2
1332,3
1333,4
1334,1
1335,7
1336,1
1337,5
1338,5
1339,5
1340,3
1341,2
1342,7
1343,1
1344,3
1345,3
1346,0
1347,3
1348,5
1349,1
1350,4
1351,1
1352,3
1353,7
1354,0
1355,3
1356,3
1357,8
1358,4
1359,2
1360,4
1361,8
1362,3
1363,7
1364,4
1365,6
1366,5
1367,3
1368,6
1369,3
1370,1
1371,5
1372,6
1373,3
1374,1
1375,1
1376,2
1377,3
1378,0
1379,8
1380,1
1381,8
1382,7
1383,0
1384,7
1385,6
1386,5
1387,7
1388,6
1389,9
1390,8
1391,5
1392,5
1393,3
1394,7
1395,6
1396,7
1397,7
1398,1
1399,5
1400,5
1401,1
1402,6
1403,8
1404,4
1405,5
1406,4
1407,8
1408,5
1409,4
1410,5
1411,7
1412,0
1413,3
1414,2
1415,4
1416,3
1417,7
1418,2
1419,1
1420,7
1421,8
1422,1
1423,4
1424,3
1425,4
1426,3
1427,5
1428,0
1429,7
1430,5
1431,3
1432,5
1433,1
1434,7
1435,4
1436,5
1437,7
1438,5
1439,8
1440,6
1441,6
1442,4
1443,2
1444,6
1445,6
1446,9
1447,1
1448,4
1449,5
1450,0
1451,5
1452,5
1453,7
1454,0
1455,6
1456,0
1457,4
1458,7
1459,0
1460,5
1461,3
1462,7
1463,2
1464,5
1465,3
1466,4
1467,4
1468,1
1469,4
1470,4
1471,1
1472,4
1473,3
1474,3
1475,7
1476,3
1477,1
1478,9
1479,6
1480,4
1481,8
1482,6
1483,5
1484,4
1485,5
1486,1
1487,8
1488,5
1489,8
1490,4
1491,5
1492,4
1493,8
1494,8
1495,2
1496,0
1497,3
1498,2
1499,2
1500,2
1501,0
1502,1
1503,4
1504,4
1505,5
1506,2
1507,1
1508,2
1509,0
1510,2
1511,6
1512,3
1513,6
1514,5
1515,3
1516,2
1517,3
1518,7
1519,4
1520,7
1521,5
1522,8
1523,6
1524,4
1525,1
1526,5
1527,6
1528,2
1529,2
1530,4
1531,5
1532,2
1533,5
1534,3
1535,0
1536,4
1537,0
1538,4
1539,1
1540,1
1541,5
1542,2
1543,3
1544,4
1545,5
1546,4
1547,7
1548,7
1549,6
1550,3
1551,5
1552,7
1553,1
1554,6
1555,1
1556,7
1557,8
1558,8
1559,4
1560,3
1561,5
1562,6
1563,-2147483648
1564,4
1565,4
1566,4
1567,3
1568,6
1569,7
1570,4
1571,3
1572,1
1573,8
1574,6
1575,4
1576,2
1577,6
1578,2
1579,6
1580,3
1581,6
1582,6
1583,5
1584,1
1585,4
1586,4
1587,3
1588,4
1589,2
1590,2
1591,1
1592,5
1593,4
1594,6
1595,2
1596,8
1597,3
1598,2
1599,3
1600,5
1601,7
1602,8
1603,6
1604,5
1605,0
1606,2
1607,1
1608,3
1609,2
1610,3
1611,5
1612,5
1613,3
1614,3
1615,2
1616,6
1617,3
1618,3
1619,1
1620,1
1621,4
1622,5
1623,2
1624,6
1625,4
1626,5
1627,8
1628,6
1629,7
1630,6
1631,2
1632,8
1633,4
1634,5
1635,1
1636,1
1637,5
1638,5
1639,8
1640,5
1641,3
1642,7
1643,8
1644,4
1645,1
1646,4
1647,7
1648,2
1649,0
1650,-1
1651,4
1652,5
1653,6
1654,3
1655,5
1656,7
1657,7
1658,2
1659,4
1660,7
1661,1
1662,2
1663,3
1664,3
1665,3
1666,4
1667,6
1668,6
1669,3
1670,6
1671,8
1672,3
1673,7
1674,2
1675,5
1676,6
1677,3
1678,2
1679,2
1680,4
1681,2
1682,4
1683,5
1684,4
1685,4
1686,4
1687,4
1688,3
1689,2
1690,7
1691,3
1692,5
1693,5
1694,5
1695,2
1696,5
1697,3
1698,0
1699,7
1700,1
1701,4
1702,6
1703,1
1704,8
1705,2
1706,3
1707,1
1708,3
1709,2
1710,7
1711,10
1712,2
1713,3
1714,7
1715,4
1716,8
1717,9
1718,0
1719,3
1720,2
1721,4
1722,2
1723,2
1724,2
1725,5
1726,5
1727,1
1728,5
1729,3
1730,9
1731,1
1732,4
1733,1
1734,6
1735,2
1736,0
1737,2
1738,5
1739,1
1740,1
1741,2
1742,3
1743,3
1744,7
1745,3
1746,6
1747,1
1748,0
1749,1
1750,3
1751,5
1752,0
1753,5
1754,5
1755,2
1756,6
1757,0
1758,1
1759,6
1760,0
1761,5
1762,5
1763,7
1764,7
1765,4
1766,6
1767,8
1768,5
1769,3
1770,1
1771,3
1772,2
1773,4
1774,3
1775,4
1776,5
1777,7
1778,1
1779,6
1780,3
1781,3
1782,6
1783,5
1784,1
1785,6
1786,5
1787,5
1788,1
1789,0
1790,2
1791,9
1792,2
1793,7
1794,4
1795,8
1796,2
1797,1
1798,6
1799,0
1800,5
1801,0
1802,0
1803,1
1804,0
1805,5
1806,3
1807,3
1808,2
1809,4
1810,6
1811,6
1812,5
1813,0
1814,4
1815,2
1816,6
1817,5
1818,6
1819,3
1820,3
1821,9
1822,3
1823,1
1824,4
1825,7
1826,6
1827,4
1828,0
1829,7
1830,5
1831,8
1832,4
1833,3
1834,4
1835,0
1836,0
1837,0
1838,7
1839,2
1840,5
1841,3
1842,3
1843,4
1844,2
1845,1
1846,4
1847,6
1848,1
1849,3
1850,5
1851,4
1852,5
1853,5
1854,5
1855,7
1856,5
1857,2
1858,3
1859,3
1860,8
1861,4
1862,3
1863,3
1864,6
1865,3
1866,3
1867,2
1868,5
1869,4
1870,2
1871,6
1872,2
1873,1
1874,5
1875,7
1876,0
1877,2
1878,4
1879,2
1880,5
1881,5
1882,6
1883,8
1884,6
1885,2
1886,6
1887,4
1888,2
1889,7
1890,5
1891,6
1892,5
1893,6
1894,4
1895,1
1896,4
1897,2
1898,2
1899,6
1900,5
1901,2
1902,1
1903,2
1904,4
1905,7
1906,7
1907,10
1908,5
1909,6
1910,5
1911,1
1912,3
1913,2
1914,7
1915,1
1916,5
1917,4
1918,0
1919,4
1920,6
1921,0
1922,6
1923,7
1924,3
1925,6
1926,4
1927,1
1928,6
1929,3
1930,4
1931,5
1932,7
1933,6
1934,5
1935,4
1936,2
1937,2
1938,4
1939,6
1940,3
1941,6
1942,6
1943,1
1944,6
1945,5
1946,5
1947,6
1948,2
1949,5
1950,1
1951,6
1952,3
1953,5
1954,5
1955,5
1956,6
1957,4
1958,3
1959,5
1960,4
1961,4
1962,3
1963,3
1964,6
1965,3
1966,5
1967,2
1968,6
1969,2
1970,0
1971,5
1972,4
1973,7
1974,2
1975,4
1976,6
1977,0
1978,7
1979,2
1980,2
1981,6
1982,6
1983,3
1984,5
1985,1
1986,1
1987,0
1988,2
1989,7
1990,5
1991,8
1992,5
1993,4
1994,6
1995,3
1996,2
1997,0
1998,3
1999,3
2000,6
2001,5
2002,4
2003,2
2004,4
2005,3
2006,2
2007,9
2008,4
2009,6
2010,0
2011,2
2012,5
2013,2
2014,5
2015,2
2016,7
2017,1
2018,2
2019,7
2020,4
2021,3
2022,7
2023,4
2024,4
2025,1
2026,5
2027,5
2028,3
2029,2
2030,6
2031,5
2032,6
2033,3
2034,6
2035,5
2036,4
2037,5
2038,7
2039,2
2040,3
2041,5
2042,5
2043,3
2044,5
2045,9
2046,3
2047,7
2048,1
2049,2
2050,5
2051,0
2052,8
2053,6
2054,3
2055,6
2056,7
2057,10
2058,3
2059,3
2060,6
2061,7
2062,0
2063,5
2064,0
2065,5
2066,5
2067,1
2068,6
2069,3
2070,6
2071,7
2072,5
2073,3
2074,5
2075,5
2076,3
2077,7
2078,0
2079,2
2080,4
2081,2
2082,1
2083,5
2084,6
2085,3
2086,2
2087,1
2088,7
2089,4
2090,4
2091,7
2092,3
2093,2
2094,4
2095,5
2096,6
2097,1
2098,3
2099,6
2100,2
2101,7
2102,5
2103,6
2104,3
2105,3
2106,5
2107,5
2108,5
2109,5
2110,3
2111,4
2112,5
2113,3
2114,0
2115,2
2116,6
2117,1
2118,7
2119,0
2120,2
2121,6
2122,2
2123,5
2124,7
2125,3
2126,4
2127,3
2128,1
2129,7
2130,9
2131,1
2132,9
2133,6
2134,2
2135,3
2136,7
2137,7
2138,2
2139,4
2140,4
2141,4
2142,1
2143,6
2144,3
2145,2
2146,2
2147,2
2148,2
2149,2
2150,3
2151,6
2152,0
2153,3
2154,6
2155,4
2156,0
2157,6
2158,1
2159,0
2160,7
2161,7
2162,2
2163,3
2164,5
2165,2
2166,4
2167,7
2168,2
2169,4
2170,3
2171,6
2172,3
2173,2
2174,1
2175,4
2176,5
2177,0
2178,2
2179,6
2180,6
2181,5
2182,4
2183,0
2184,5
2185,6
2186,4
2187,6
2188,1
2189,5
2190,6
2191,8
2192,5
2193,4
2194,5
2195,7
2196,6
2197,4
2198,7
2199,5
2200,4
2201,2
2202,6
2203,3
2204,4
2205,3
2206,0
2207,3
2208,5
2209,3
2210,4
2211,0
2212,4
2213,1
2214,1
2215,2
2216,6
2217,6
2218,3
2219,5
2220,3
2221,2
2222,3
2223,4
2224,4
2225,-1
2226,2
2227,2
2228,5
2229,1
2230,2
2231,6
2232,1
2233,1
2234,2
2235,3
2236,8
2237,7
2238,4
2239,5
2240,0
2241,6
2242,6
2243,4
2244,5
2245,7
2246,5
2247,3
2248,3
2249,3
2250,4
2251,6
2252,0
2253,3
2254,6
2255,8
2256,2
2257,4
2258,3
2259,1
2260,3
2261,2
2262,6
2263,2
2264,2
2265,3
2266,6
2267,1
2268,7
2269,3
2270,0
2271,1
2272,2
2273,2
2274,7
2275,7
2276,4
2277,5
2278,6
2279,5
2280,5
2281,9
2282,2
2283,3
2284,1
2285,6
2286,2
2287,4
2288,3
2289,7
2290,5
2291,4
2292,5
2293,0
2294,2
2295,5
2296,4
2297,6
2298,3
2299,5
2300,5
2301,1
2302,4
2303,1
2304,1
2305,4
2306,2
2307,0
2308,2
2309,1
2310,6
2311,5
2312,4
2313,7
2314,9
2315,3
2316,1
2317,3
2318,2
2319,2
2320,1
2321,4
2322,5
2323,2
2324,3
2325,7
2326,1
2327,4
2328,2
2329,3
2330,5
2331,4
2332,2
2333,4
2334,8
2335,8
2336,6
2337,5
2338,4
2339,7
2340,7
2341,8
2342,4
2343,7
2344,4
2345,5
2346,8
2347,6
2348,5
2349,5
2350,2
2351,8
2352,5
2353,8
2354,6
2355,2
2356,1
2357,5
2358,3
2359,6
2360,5
2361,1
2362,3
2363,6
2364,7
2365,2
2366,10
2367,0
2368,5
2369,1
2370,4
2371,1
2372,1
2373,2
2374,3
2375,2
2376,1
2377,6
2378,6
2379,6
2380,7
2381,5
2382,2
2383,2
2384,5
2385,4
2386,4
2387,5
2388,7
2389,8
2390,6
2391,5
2392,0
2393,1
2394,6
2395,5
2396,1
2397,5
2398,0
2399,6
2400,5
2401,5
2402,3
2403,4
2404,2
2405,4
2406,2
2407,1
2408,3
2409,3
2410,5
2411,7
2412,1
2413,3
2414,6
2415,3
2416,9
2417,7
2418,7
2419,1
2420,2
2421,4
2422,5
2423,2
2424,0
2425,2
2426,6
2427,6
2428,4
2429,5
2430,2
2431,8
2432,1
2433,0
2434,6
2435,1
2436,3
2437,5
2438,7
2439,0
2440,2
2441,4
2442,2
2443,6
2444,4
2445,2
2446,2
2447,4
2448,6
2449,2
2450,2
2451,0
2452,8
2453,5
2454,3
2455,5
2456,4
2457,6
2458,1
2459,6
2460,6
2461,5
2462,0
2463,5
2464,4
2465,4
2466,3
2467,0
2468,2
2469,3
2470,7
2471,8
2472,2
2473,2
2474,7
2475,3
2476,5
2477,2
2478,3
2479,0
2480,2
2481,1
2482,0
2483,6
2484,5
2485,1
2486,3
2487,6
2488,4
2489,8
2490,5
2491,2
2492,4
2493,8
2494,3
2495,6
2496,1
2497,6
2498,3
2499,3
2500,5
2501,2
2502,3
2503,4
2504,7
2505,1
2506,4
2507,1
2508,3
2509,1
2510,2
2511,1
2512,2
2513,1
2514,0
2515,0
2516,5
2517,4
2518,3
2519,4
2520,3
2521,0
2522,2
2523,0
2524,1
2525,4
2526,3
2527,4
2528,4
2529,1
2530,5
2531,4
2532,4
2533,2
2534,5
2535,8
2536,3
2537,5
2538,3
2539,4
2540,1
2541,1
2542,3
2543,2
2544,1
2545,2
2546,5
2547,0
2548,4
2549,4
2550,7
2551,2
2552,6
2553,5
2554,7
2555,8
2556,3
2557,7
2558,3
2559,5
2560,6
2561,5
2562,3
2563,6
2564,1
2565,4
2566,5
2567,0
2568,8
2569,7
2570,3
2571,4
2572,5
2573,5
2574,2
2575,2
2576,0
2577,3
2578,5
2579,1
2580,1
2581,3
2582,10
2583,3
2584,6
2585,3
2586,6
2587,3
2588,4
2589,5
2590,2
2591,6
2592,2
2593,3
2594,4
2595,0
2596,7
2597,5
2598,1
2599,7
2600,0
2601,1
2602,8
2603,6
2604,2
2605,7
2606,5
2607,2
2608,2
2609,6
2610,10
2611,7
2612,5
2613,6
2614,5
2615,3
2616,6
2617,5
2618,4
2619,1
2620,2
2621,5
2622,3
2623,5
2624,5
2625,3
2626,2
2627,7
2628,6
2629,4
2630,3
2631,4
2632,5
2633,4
2634,7
2635,5
2636,8
2637,7
2638,3
2639,0
2640,4
2641,1
2642,5
2643,2
2644,4
2645,8
2646,3
2647,5
2648,4
2649,7
2650,3
2651,1
2652,2
2653,3
2654,6
2655,0
2656,6
2657,4
2658,7
2659,2
2660,6
2661,3
2662,6
2663,2
2664,5
2665,5
2666,5
2667,5
2668,7
2669,5
2670,1
2671,3
2672,4
2673,4
2674,5
2675,7
2676,4
2677,5
2678,4
2679,0
2680,6
2681,5
2682,4
2683,5
2684,5
2685,6
2686,6
2687,1
2688,5
2689,3
2690,4
2691,1
2692,5
2693,4
2694,1
2695,9
2696,1
2697,3
2698,3
2699,6
2700,6
2701,4
2702,2
2703,5
2704,4
2705,3
2706,2
2707,6
2708,3
2709,6
2710,8
2711,7
2712,1
2713,-1
2714,6
2715,1
2716,5
2717,5
2718,5
2719,4
2720,6
2721,3
2722,6
2723,4
2724,8
2725,6
2726,1
2727,4
2728,5
2729,3
2730,2
2731,7
2732,5
2733,6
2734,4
2735,2
2736,3
2737,7
2738,8
2739,2
2740,4
2741,8
2742,7
2743,7
2744,3
2745,3
2746,5
2747,1
2748,4
2749,1
2750,3
2751,5
2752,3
2753,2
2754,8
2755,4
2756,2
2757,0
2758,0
2759,0
2760,7
2761,7
2762,6
2763,2
2764,1
2765,5
2766,2
2767,2
2768,3
2769,4
2770,2
2771,1
2772,4
2773,7
2774,4
2775,1
2776,7
2777,1
2778,1
2779,5
2780,1
2781,3
2782,3
2783,1
2784,7
2785,3
2786,2
2787,4
2788,2
2789,7
2790,6
2791,9
2792,6
2793,5
2794,3
2795,3
2796,4
2797,4
2798,4
2799,5
2800,2
2801,6
2802,5
2803,4
2804,1
2805,5
2806,1
2807,1
2808,5
2809,3
2810,5
2811,6
2812,2
2813,6
2814,3
2815,7
2816,3
2817,2
2818,5
2819,1
2820,2
2821,5
2822,4
2823,0
2824,1
2825,2
2826,4
2827,7
2828,1
2829,4
2830,3
2831,8
2832,4
2833,6
2834,0
2835,3
2836,4
2837,2
2838,4
2839,4
2840,6
2841,4
2842,7
2843,1
2844,3
2845,7
2846,5
2847,2
2848,1
2849,7
2850,4
2851,7
2852,6
2853,7
2854,1
2855,1
2856,6
2857,5
2858,4
2859,7
2860,3
2861,1
2862,7
2863,5
2864,5
2865,2
2866,5
2867,0
2868,5
2869,1
2870,1
2871,2
2872,5
2873,7
2874,3
2875,7
2876,3
2877,5
2878,0
2879,4
2880,2
2881,4
2882,10
2883,4
2884,1
2885,6
2886,1
2887,6
2888,5
2889,7
2890,4
2891,5
2892,6
2893,1
2894,3
2895,7
2896,8
2897,5
2898,4
2899,2
2900,3
2901,3
2902,4
2903,1
2904,1
2905,1
2906,0
2907,0
2908,8
2909,4
2910,6
2911,1
2912,6
2913,0
2914,5
2915,8
2916,5
2917,2
2918,7
2919,5
2920,2
2921,2
2922,5
2923,6
2924,8
2925,5
2926,2
2927,8
2928,7
2929,1
2930,12
2931,1
2932,6
2933,7
2934,2
2935,6
2936,6
2937,5
2938,2
2939,5
2940,5
2941,3
2942,6
2943,7
2944,6
2945,7
2946,7
2947,6
2948,7
2949,6
2950,10
2951,6
2952,4
2953,3
2954,4
2955,6
2956,0
2957,7
2958,5
2959,1
2960,3
2961,5
2962,2
2963,8
2964,2
2965,4
2966,7
2967,6
2968,4
2969,5
2970,5
2971,1
2972,3
2973,8
2974,8
2975,7
2976,4
2977,1
2978,2
2979,2
2980,4
2981,3
2982,4
2983,0
2984,8
2985,0
2986,8
2987,7
2988,2
2989,8
2990,4
2991,3
2992,2
2993,7
2994,7
